"DIM_LOAN_ID","GRADE","SUB_GRADE","TERM","LOAN_STATUS","PURPOSE","VERIFICATION_STATUS"
1663,"B","B4"," 60 months","Fully Paid","other","Not Verified"
1664,"B","B4"," 60 months","Fully Paid","other","Source Verified"
1665,"B","B4"," 60 months","Fully Paid","other","Verified"
1666,"B","B5"," 36 months","Fully Paid","renewable_energy","Not Verified"
1667,"B","B5"," 36 months","Fully Paid","renewable_energy","Source Verified"
1668,"B","B5"," 36 months","Fully Paid","renewable_energy","Verified"
1669,"B","B5"," 36 months","Fully Paid","small business","Not Verified"
1670,"B","B5"," 36 months","Fully Paid","small business","Source Verified"
1671,"B","B5"," 36 months","Fully Paid","small business","Verified"
1672,"B","B5"," 36 months","Fully Paid","vacation","Not Verified"
1673,"B","B5"," 36 months","Fully Paid","vacation","Source Verified"
1674,"B","B5"," 36 months","Fully Paid","vacation","Verified"
1675,"B","B5"," 36 months","Fully Paid","wedding","Not Verified"
1676,"B","B3"," 36 months","Fully Paid","educational","Source Verified"
1677,"B","B3"," 36 months","Fully Paid","educational","Verified"
1678,"B","B3"," 36 months","Fully Paid","home improvement","Not Verified"
1679,"B","B3"," 36 months","Fully Paid","home improvement","Source Verified"
1680,"B","B4"," 36 months","Fully Paid","Debt consolidation","Source Verified"
1681,"B","B4"," 60 months","Fully Paid","small business","Not Verified"
1682,"B","B4"," 60 months","Fully Paid","small business","Source Verified"
1683,"B","B4"," 60 months","Fully Paid","small business","Verified"
1684,"B","B4"," 60 months","Fully Paid","vacation","Source Verified"
1685,"B","B4"," 60 months","Fully Paid","vacation","Verified"
1686,"B","B4"," 60 months","Fully Paid","wedding","Not Verified"
1687,"B","B4"," 60 months","Fully Paid","wedding","Source Verified"
1688,"B","B4"," 60 months","Fully Paid","wedding","Verified"
1689,"B","B5"," 36 months","Charged Off","Debt consolidation","Not Verified"
1690,"B","B5"," 36 months","Charged Off","Debt consolidation","Source Verified"
1691,"B","B5"," 36 months","Fully Paid","wedding","Source Verified"
1692,"B","B5"," 36 months","Fully Paid","wedding","Verified"
1693,"B","B5"," 60 months","Charged Off","Debt consolidation","Not Verified"
1694,"B","B5"," 60 months","Charged Off","Debt consolidation","Source Verified"
1695,"B","B5"," 60 months","Charged Off","Debt consolidation","Verified"
1696,"B","B5"," 60 months","Charged Off","car","Not Verified"
1697,"B","B5"," 60 months","Charged Off","car","Source Verified"
1698,"B","B5"," 60 months","Charged Off","car","Verified"
1699,"B","B5"," 60 months","Charged Off","credit card","Not Verified"
1700,"B","B5"," 60 months","Charged Off","credit card","Source Verified"
1701,"B","B5"," 60 months","Charged Off","credit card","Verified"
1702,"B","B5"," 60 months","Charged Off","home improvement","Not Verified"
1703,"B","B5"," 60 months","Charged Off","home improvement","Source Verified"
1704,"B","B5"," 60 months","Charged Off","home improvement","Verified"
1705,"B","B3"," 36 months","Fully Paid","home improvement","Verified"
1706,"B","B3"," 36 months","Fully Paid","house","Not Verified"
1707,"B","B3"," 36 months","Fully Paid","house","Source Verified"
1708,"B","B3"," 36 months","Fully Paid","house","Verified"
1709,"B","B3"," 36 months","Fully Paid","major purchase","Not Verified"
1710,"B","B3"," 36 months","Fully Paid","major purchase","Source Verified"
1711,"B","B4"," 36 months","Fully Paid","Debt consolidation","Verified"
1712,"B","B5"," 36 months","Charged Off","Debt consolidation","Verified"
1713,"B","B5"," 36 months","Charged Off","car","Not Verified"
1714,"B","B5"," 36 months","Charged Off","car","Verified"
1715,"B","B5"," 36 months","Charged Off","credit card","Not Verified"
1716,"B","B5"," 36 months","Charged Off","credit card","Source Verified"
1717,"B","B5"," 36 months","Charged Off","credit card","Verified"
1718,"B","B5"," 36 months","Charged Off","educational","Not Verified"
1719,"B","B5"," 36 months","Charged Off","educational","Verified"
1720,"B","B5"," 36 months","Charged Off","home improvement","Not Verified"
1721,"B","B5"," 36 months","Charged Off","home improvement","Source Verified"
1722,"B","B5"," 36 months","Charged Off","home improvement","Verified"
1723,"B","B5"," 36 months","Charged Off","house","Source Verified"
1724,"B","B5"," 36 months","Charged Off","house","Verified"
1725,"B","B5"," 36 months","Charged Off","major purchase","Not Verified"
1726,"B","B5"," 36 months","Charged Off","major purchase","Verified"
1727,"B","B5"," 36 months","Charged Off","medical","Not Verified"
1728,"B","B5"," 36 months","Charged Off","medical","Verified"
1729,"B","B5"," 36 months","Charged Off","moving","Not Verified"
1730,"B","B5"," 36 months","Charged Off","moving","Source Verified"
1731,"B","B5"," 36 months","Charged Off","moving","Verified"
1732,"B","B5"," 36 months","Charged Off","other","Not Verified"
1733,"B","B5"," 36 months","Charged Off","other","Source Verified"
1734,"B","B5"," 60 months","Charged Off","major purchase","Source Verified"
1735,"B","B5"," 60 months","Charged Off","major purchase","Verified"
1736,"B","B5"," 60 months","Charged Off","medical","Source Verified"
1737,"B","B5"," 60 months","Charged Off","other","Not Verified"
1738,"B","B5"," 60 months","Charged Off","other","Source Verified"
1739,"B","B5"," 60 months","Charged Off","other","Verified"
1740,"B","B5"," 60 months","Charged Off","small business","Not Verified"
1741,"B","B5"," 60 months","Charged Off","small business","Source Verified"
1742,"B","B5"," 60 months","Charged Off","small business","Verified"
1743,"B","B5"," 60 months","Charged Off","vacation","Not Verified"
1744,"B","B5"," 60 months","Charged Off","vacation","Source Verified"
1745,"B","B5"," 60 months","Charged Off","wedding","Source Verified"
1746,"B","B5"," 60 months","Current","Debt consolidation","Not Verified"
1747,"B","B5"," 60 months","Current","Debt consolidation","Source Verified"
1748,"B","B5"," 60 months","Current","Debt consolidation","Verified"
1749,"B","B5"," 60 months","Current","car","Not Verified"
1750,"B","B5"," 60 months","Current","car","Source Verified"
1751,"B","B5"," 60 months","Current","credit card","Not Verified"
1752,"B","B5"," 60 months","Current","credit card","Verified"
1753,"B","B5"," 60 months","Current","home improvement","Not Verified"
1754,"B","B5"," 60 months","Current","home improvement","Source Verified"
1755,"B","B5"," 60 months","Current","home improvement","Verified"
1756,"B","B5"," 60 months","Current","house","Not Verified"
1757,"B","B5"," 60 months","Current","major purchase","Not Verified"
1758,"B","B5"," 60 months","Current","major purchase","Source Verified"
1759,"B","B5"," 60 months","Current","moving","Verified"
1760,"B","B5"," 60 months","Current","other","Not Verified"
1761,"B","B5"," 60 months","Current","other","Source Verified"
1762,"B","B5"," 60 months","Current","other","Verified"
1763,"B","B5"," 60 months","Current","small business","Source Verified"
1764,"B","B5"," 60 months","Current","small business","Verified"
1765,"B","B5"," 60 months","Fully Paid","Debt consolidation","Not Verified"
1766,"B","B3"," 36 months","Fully Paid","major purchase","Verified"
1767,"B","B3"," 36 months","Fully Paid","medical","Not Verified"
1768,"B","B3"," 36 months","Fully Paid","medical","Source Verified"
1769,"B","B3"," 36 months","Fully Paid","medical","Verified"
1770,"B","B3"," 36 months","Fully Paid","moving","Not Verified"
1771,"B","B3"," 36 months","Fully Paid","moving","Source Verified"
1772,"B","B3"," 36 months","Fully Paid","moving","Verified"
1773,"B","B3"," 36 months","Fully Paid","other","Not Verified"
1774,"E","E5"," 60 months","Fully Paid","home improvement","Not Verified"
1775,"E","E5"," 60 months","Fully Paid","home improvement","Source Verified"
1776,"E","E5"," 60 months","Fully Paid","home improvement","Verified"
1777,"E","E5"," 60 months","Fully Paid","major purchase","Not Verified"
1778,"E","E5"," 60 months","Fully Paid","major purchase","Verified"
1779,"E","E5"," 60 months","Fully Paid","medical","Not Verified"
1780,"E","E5"," 60 months","Fully Paid","medical","Source Verified"
1781,"E","E5"," 60 months","Fully Paid","moving","Verified"
1782,"E","E5"," 60 months","Fully Paid","other","Not Verified"
1783,"E","E5"," 60 months","Fully Paid","other","Source Verified"
1784,"E","E5"," 60 months","Fully Paid","other","Verified"
1785,"E","E5"," 60 months","Fully Paid","small business","Not Verified"
1786,"E","E5"," 60 months","Fully Paid","small business","Source Verified"
1787,"E","E5"," 60 months","Fully Paid","small business","Verified"
1788,"E","E5"," 60 months","Fully Paid","wedding","Not Verified"
1789,"E","E5"," 60 months","Fully Paid","wedding","Source Verified"
1790,"E","E5"," 60 months","Fully Paid","wedding","Verified"
1791,"F","F1"," 36 months","Charged Off","Debt consolidation","Not Verified"
1792,"F","F1"," 36 months","Charged Off","Debt consolidation","Source Verified"
1793,"F","F1"," 36 months","Charged Off","Debt consolidation","Verified"
1794,"F","F1"," 36 months","Charged Off","credit card","Not Verified"
1795,"F","F1"," 36 months","Charged Off","other","Not Verified"
1796,"F","F1"," 36 months","Charged Off","other","Verified"
1797,"F","F1"," 36 months","Charged Off","small business","Not Verified"
1798,"F","F1"," 36 months","Fully Paid","Debt consolidation","Not Verified"
1799,"F","F1"," 36 months","Fully Paid","Debt consolidation","Source Verified"
1800,"F","F1"," 36 months","Fully Paid","Debt consolidation","Verified"
1801,"F","F1"," 36 months","Fully Paid","car","Not Verified"
1802,"F","F1"," 36 months","Fully Paid","credit card","Not Verified"
1803,"F","F1"," 36 months","Fully Paid","credit card","Source Verified"
1804,"F","F1"," 36 months","Fully Paid","credit card","Verified"
1805,"F","F1"," 36 months","Fully Paid","home improvement","Not Verified"
1806,"F","F1"," 36 months","Fully Paid","home improvement","Verified"
1807,"F","F1"," 36 months","Fully Paid","house","Verified"
1808,"F","F1"," 36 months","Fully Paid","major purchase","Not Verified"
1809,"F","F1"," 36 months","Fully Paid","medical","Verified"
1810,"F","F1"," 36 months","Fully Paid","other","Not Verified"
1811,"F","F1"," 36 months","Fully Paid","other","Source Verified"
1812,"F","F1"," 36 months","Fully Paid","other","Verified"
1813,"F","F1"," 36 months","Fully Paid","small business","Not Verified"
1814,"F","F1"," 60 months","Charged Off","Debt consolidation","Not Verified"
1815,"F","F1"," 60 months","Charged Off","Debt consolidation","Source Verified"
1816,"F","F1"," 60 months","Charged Off","Debt consolidation","Verified"
1817,"F","F1"," 60 months","Charged Off","car","Source Verified"
1818,"F","F1"," 60 months","Charged Off","credit card","Not Verified"
1819,"F","F1"," 60 months","Charged Off","credit card","Verified"
1820,"F","F1"," 60 months","Charged Off","home improvement","Source Verified"
1821,"F","F1"," 60 months","Charged Off","house","Not Verified"
1822,"F","F1"," 60 months","Charged Off","house","Source Verified"
1823,"F","F1"," 60 months","Charged Off","major purchase","Not Verified"
1824,"F","F1"," 60 months","Charged Off","other","Source Verified"
1825,"F","F1"," 60 months","Charged Off","other","Verified"
1826,"F","F1"," 60 months","Charged Off","renewable_energy","Verified"
1827,"F","F1"," 60 months","Charged Off","small business","Source Verified"
1828,"F","F1"," 60 months","Charged Off","small business","Verified"
1829,"F","F1"," 60 months","Charged Off","wedding","Verified"
1830,"F","F1"," 60 months","Current","Debt consolidation","Not Verified"
1831,"F","F1"," 60 months","Current","Debt consolidation","Source Verified"
1832,"F","F1"," 60 months","Current","Debt consolidation","Verified"
1833,"F","F1"," 60 months","Current","car","Verified"
1834,"F","F1"," 60 months","Current","home improvement","Verified"
1835,"F","F1"," 60 months","Current","house","Verified"
1836,"F","F1"," 60 months","Current","other","Not Verified"
1837,"F","F1"," 60 months","Current","other","Source Verified"
1838,"F","F1"," 60 months","Current","small business","Source Verified"
1839,"F","F1"," 60 months","Current","small business","Verified"
1840,"F","F1"," 60 months","Fully Paid","Debt consolidation","Not Verified"
1841,"F","F1"," 60 months","Fully Paid","Debt consolidation","Source Verified"
1842,"F","F1"," 60 months","Fully Paid","Debt consolidation","Verified"
1843,"F","F1"," 60 months","Fully Paid","car","Not Verified"
1844,"F","F1"," 60 months","Fully Paid","car","Source Verified"
1845,"F","F1"," 60 months","Fully Paid","credit card","Not Verified"
1846,"F","F1"," 60 months","Fully Paid","credit card","Source Verified"
1847,"F","F1"," 60 months","Fully Paid","credit card","Verified"
1848,"F","F1"," 60 months","Fully Paid","home improvement","Not Verified"
1849,"F","F1"," 60 months","Fully Paid","home improvement","Source Verified"
1850,"E","E2"," 60 months","Fully Paid","car","Not Verified"
1851,"E","E2"," 60 months","Fully Paid","car","Source Verified"
1852,"E","E2"," 60 months","Fully Paid","credit card","Not Verified"
1853,"E","E2"," 60 months","Fully Paid","credit card","Source Verified"
1854,"E","E2"," 60 months","Fully Paid","credit card","Verified"
1855,"E","E2"," 60 months","Fully Paid","home improvement","Not Verified"
1856,"E","E2"," 60 months","Fully Paid","home improvement","Source Verified"
1857,"E","E2"," 60 months","Fully Paid","home improvement","Verified"
1858,"E","E2"," 60 months","Fully Paid","house","Not Verified"
1859,"E","E2"," 60 months","Fully Paid","house","Verified"
1860,"E","E2"," 60 months","Fully Paid","major purchase","Not Verified"
1861,"F","F1"," 60 months","Fully Paid","home improvement","Verified"
1862,"F","F1"," 60 months","Fully Paid","house","Not Verified"
1863,"F","F1"," 60 months","Fully Paid","major purchase","Source Verified"
1864,"F","F1"," 60 months","Fully Paid","major purchase","Verified"
1865,"F","F1"," 60 months","Fully Paid","medical","Not Verified"
1866,"F","F1"," 60 months","Fully Paid","medical","Source Verified"
1867,"F","F1"," 60 months","Fully Paid","medical","Verified"
1868,"F","F1"," 60 months","Fully Paid","moving","Verified"
1869,"F","F1"," 60 months","Fully Paid","other","Not Verified"
1870,"F","F1"," 60 months","Fully Paid","other","Source Verified"
1871,"F","F1"," 60 months","Fully Paid","other","Verified"
1872,"F","F1"," 60 months","Fully Paid","small business","Source Verified"
1873,"F","F1"," 60 months","Fully Paid","small business","Verified"
1874,"F","F1"," 60 months","Fully Paid","vacation","Source Verified"
1875,"F","F1"," 60 months","Fully Paid","wedding","Source Verified"
1876,"F","F1"," 60 months","Fully Paid","wedding","Verified"
1877,"F","F2"," 36 months","Charged Off","Debt consolidation","Not Verified"
1878,"F","F2"," 36 months","Charged Off","Debt consolidation","Verified"
1879,"F","F2"," 36 months","Charged Off","credit card","Not Verified"
1880,"F","F2"," 36 months","Charged Off","educational","Verified"
1881,"F","F2"," 36 months","Charged Off","major purchase","Not Verified"
1882,"F","F2"," 36 months","Charged Off","major purchase","Verified"
1883,"F","F2"," 36 months","Charged Off","medical","Not Verified"
1884,"F","F2"," 36 months","Charged Off","medical","Verified"
1885,"F","F2"," 36 months","Charged Off","small business","Verified"
1886,"F","F2"," 36 months","Charged Off","wedding","Not Verified"
1887,"F","F2"," 36 months","Fully Paid","Debt consolidation","Not Verified"
1888,"F","F2"," 36 months","Fully Paid","Debt consolidation","Source Verified"
1889,"F","F2"," 36 months","Fully Paid","Debt consolidation","Verified"
1890,"F","F2"," 36 months","Fully Paid","credit card","Not Verified"
1891,"F","F2"," 36 months","Fully Paid","credit card","Verified"
1892,"F","F2"," 36 months","Fully Paid","educational","Not Verified"
1893,"F","F2"," 36 months","Fully Paid","other","Source Verified"
1894,"F","F2"," 36 months","Fully Paid","other","Verified"
1895,"F","F2"," 36 months","Fully Paid","small business","Not Verified"
1896,"F","F2"," 36 months","Fully Paid","small business","Source Verified"
1897,"F","F2"," 36 months","Fully Paid","small business","Verified"
1898,"F","F2"," 36 months","Fully Paid","wedding","Source Verified"
1899,"F","F2"," 60 months","Charged Off","Debt consolidation","Not Verified"
1900,"F","F2"," 60 months","Charged Off","Debt consolidation","Source Verified"
1901,"F","F2"," 60 months","Charged Off","Debt consolidation","Verified"
1902,"E","E2"," 60 months","Fully Paid","major purchase","Source Verified"
1903,"E","E2"," 60 months","Fully Paid","major purchase","Verified"
1904,"E","E2"," 60 months","Fully Paid","medical","Not Verified"
1905,"E","E2"," 60 months","Fully Paid","medical","Source Verified"
1906,"E","E2"," 60 months","Fully Paid","other","Not Verified"
1907,"E","E2"," 60 months","Fully Paid","other","Source Verified"
1908,"E","E2"," 60 months","Fully Paid","other","Verified"
1909,"E","E2"," 60 months","Fully Paid","renewable_energy","Source Verified"
1910,"E","E2"," 60 months","Fully Paid","small business","Not Verified"
1911,"E","E2"," 60 months","Fully Paid","small business","Source Verified"
1912,"E","E2"," 60 months","Fully Paid","small business","Verified"
1913,"E","E2"," 60 months","Fully Paid","vacation","Not Verified"
1914,"E","E2"," 60 months","Fully Paid","vacation","Source Verified"
1915,"E","E2"," 60 months","Fully Paid","wedding","Source Verified"
1916,"E","E2"," 60 months","Fully Paid","wedding","Verified"
1917,"E","E3"," 36 months","Charged Off","Debt consolidation","Not Verified"
1918,"E","E3"," 36 months","Charged Off","Debt consolidation","Source Verified"
1919,"E","E3"," 36 months","Charged Off","Debt consolidation","Verified"
1920,"E","E3"," 36 months","Charged Off","credit card","Not Verified"
1921,"E","E3"," 36 months","Charged Off","credit card","Verified"
1922,"E","E3"," 36 months","Charged Off","home improvement","Not Verified"
1923,"E","E3"," 36 months","Charged Off","home improvement","Source Verified"
1924,"E","E3"," 36 months","Charged Off","major purchase","Verified"
1925,"E","E3"," 36 months","Charged Off","small business","Not Verified"
1926,"E","E3"," 36 months","Charged Off","small business","Verified"
1927,"E","E3"," 36 months","Fully Paid","Debt consolidation","Not Verified"
1928,"E","E3"," 36 months","Fully Paid","Debt consolidation","Source Verified"
1929,"F","F2"," 60 months","Charged Off","car","Source Verified"
1930,"F","F2"," 60 months","Charged Off","credit card","Verified"
1931,"F","F2"," 60 months","Charged Off","home improvement","Source Verified"
1932,"F","F2"," 60 months","Charged Off","house","Verified"
1933,"F","F2"," 60 months","Charged Off","major purchase","Verified"
1934,"F","F2"," 60 months","Charged Off","medical","Source Verified"
1935,"F","F2"," 60 months","Charged Off","other","Not Verified"
1936,"F","F2"," 60 months","Charged Off","other","Source Verified"
1937,"F","F2"," 60 months","Charged Off","other","Verified"
1938,"F","F2"," 60 months","Charged Off","small business","Source Verified"
1939,"F","F2"," 60 months","Charged Off","small business","Verified"
1940,"F","F2"," 60 months","Charged Off","wedding","Source Verified"
1941,"F","F2"," 60 months","Current","Debt consolidation","Verified"
1942,"F","F2"," 60 months","Current","credit card","Verified"
1943,"F","F2"," 60 months","Current","home improvement","Verified"
1944,"F","F2"," 60 months","Current","other","Source Verified"
1945,"F","F2"," 60 months","Current","other","Verified"
1946,"F","F2"," 60 months","Current","small business","Verified"
1947,"F","F2"," 60 months","Fully Paid","Debt consolidation","Not Verified"
1948,"F","F2"," 60 months","Fully Paid","Debt consolidation","Source Verified"
1949,"F","F2"," 60 months","Fully Paid","Debt consolidation","Verified"
1950,"E","E3"," 36 months","Fully Paid","Debt consolidation","Verified"
1951,"E","E3"," 36 months","Fully Paid","car","Not Verified"
1952,"E","E3"," 36 months","Fully Paid","car","Verified"
1953,"E","E3"," 36 months","Fully Paid","credit card","Not Verified"
1954,"E","E3"," 36 months","Fully Paid","credit card","Source Verified"
1955,"E","E3"," 36 months","Fully Paid","credit card","Verified"
1956,"E","E3"," 36 months","Fully Paid","educational","Not Verified"
1957,"E","E3"," 36 months","Fully Paid","home improvement","Not Verified"
1958,"E","E3"," 36 months","Fully Paid","home improvement","Source Verified"
1959,"E","E3"," 36 months","Fully Paid","home improvement","Verified"
1960,"E","E3"," 36 months","Fully Paid","house","Source Verified"
1961,"E","E3"," 36 months","Fully Paid","major purchase","Source Verified"
1962,"E","E3"," 36 months","Fully Paid","major purchase","Verified"
1963,"E","E3"," 36 months","Fully Paid","moving","Not Verified"
1964,"E","E3"," 36 months","Fully Paid","other","Not Verified"
1965,"E","E3"," 36 months","Fully Paid","other","Source Verified"
1966,"E","E3"," 36 months","Fully Paid","other","Verified"
1967,"E","E3"," 36 months","Fully Paid","small business","Not Verified"
1968,"E","E3"," 36 months","Fully Paid","small business","Source Verified"
1969,"E","E3"," 36 months","Fully Paid","small business","Verified"
1970,"E","E3"," 36 months","Fully Paid","vacation","Verified"
1971,"E","E3"," 36 months","Fully Paid","wedding","Not Verified"
1972,"E","E3"," 36 months","Fully Paid","wedding","Source Verified"
1973,"E","E3"," 60 months","Charged Off","Debt consolidation","Not Verified"
1974,"E","E3"," 60 months","Charged Off","Debt consolidation","Source Verified"
1975,"F","F2"," 60 months","Fully Paid","car","Verified"
1976,"F","F2"," 60 months","Fully Paid","credit card","Not Verified"
1977,"F","F2"," 60 months","Fully Paid","credit card","Source Verified"
1978,"F","F2"," 60 months","Fully Paid","credit card","Verified"
1979,"F","F2"," 60 months","Fully Paid","educational","Not Verified"
1980,"F","F2"," 60 months","Fully Paid","home improvement","Source Verified"
1981,"F","F2"," 60 months","Fully Paid","home improvement","Verified"
1982,"F","F2"," 60 months","Fully Paid","major purchase","Not Verified"
1983,"F","F2"," 60 months","Fully Paid","major purchase","Verified"
1984,"F","F2"," 60 months","Fully Paid","medical","Source Verified"
1985,"F","F2"," 60 months","Fully Paid","medical","Verified"
1986,"F","F2"," 60 months","Fully Paid","moving","Source Verified"
1987,"F","F2"," 60 months","Fully Paid","other","Source Verified"
1988,"F","F2"," 60 months","Fully Paid","other","Verified"
1989,"F","F2"," 60 months","Fully Paid","renewable_energy","Verified"
1990,"F","F2"," 60 months","Fully Paid","small business","Source Verified"
1991,"F","F2"," 60 months","Fully Paid","small business","Verified"
1992,"F","F2"," 60 months","Fully Paid","vacation","Verified"
1993,"F","F2"," 60 months","Fully Paid","wedding","Not Verified"
1994,"F","F2"," 60 months","Fully Paid","wedding","Verified"
1995,"F","F3"," 36 months","Charged Off","Debt consolidation","Not Verified"
1996,"F","F3"," 36 months","Charged Off","Debt consolidation","Source Verified"
1997,"F","F3"," 36 months","Charged Off","Debt consolidation","Verified"
1998,"F","F3"," 36 months","Charged Off","credit card","Not Verified"
1999,"F","F3"," 36 months","Charged Off","other","Not Verified"
2000,"F","F3"," 36 months","Charged Off","small business","Verified"
2001,"F","F3"," 36 months","Fully Paid","Debt consolidation","Not Verified"
2002,"F","F3"," 36 months","Fully Paid","Debt consolidation","Source Verified"
2003,"F","F3"," 36 months","Fully Paid","Debt consolidation","Verified"
2004,"F","F3"," 36 months","Fully Paid","credit card","Not Verified"
2005,"F","F3"," 36 months","Fully Paid","educational","Verified"
2006,"F","F3"," 36 months","Fully Paid","house","Not Verified"
2007,"F","F3"," 36 months","Fully Paid","moving","Not Verified"
2008,"F","F3"," 36 months","Fully Paid","other","Not Verified"
2009,"F","F3"," 36 months","Fully Paid","other","Source Verified"
2010,"F","F3"," 36 months","Fully Paid","small business","Not Verified"
2011,"F","F3"," 36 months","Fully Paid","small business","Source Verified"
2012,"F","F3"," 36 months","Fully Paid","wedding","Not Verified"
2013,"F","F3"," 60 months","Charged Off","Debt consolidation","Not Verified"
2014,"F","F3"," 60 months","Charged Off","Debt consolidation","Source Verified"
2015,"F","F3"," 60 months","Charged Off","Debt consolidation","Verified"
2016,"E","E3"," 60 months","Charged Off","Debt consolidation","Verified"
2017,"E","E3"," 60 months","Charged Off","car","Verified"
2018,"E","E3"," 60 months","Charged Off","credit card","Not Verified"
2019,"E","E3"," 60 months","Charged Off","credit card","Source Verified"
2020,"E","E3"," 60 months","Charged Off","credit card","Verified"
2021,"E","E3"," 60 months","Charged Off","home improvement","Source Verified"
2022,"E","E3"," 60 months","Charged Off","home improvement","Verified"
2023,"E","E3"," 60 months","Charged Off","house","Not Verified"
2024,"E","E3"," 60 months","Charged Off","house","Verified"
2025,"E","E3"," 60 months","Charged Off","major purchase","Verified"
2026,"E","E3"," 60 months","Charged Off","medical","Source Verified"
2027,"E","E3"," 60 months","Charged Off","medical","Verified"
2028,"E","E3"," 60 months","Charged Off","other","Source Verified"
2029,"E","E3"," 60 months","Charged Off","other","Verified"
2030,"E","E3"," 60 months","Charged Off","small business","Source Verified"
2031,"E","E3"," 60 months","Charged Off","small business","Verified"
2032,"E","E3"," 60 months","Charged Off","vacation","Source Verified"
2033,"E","E3"," 60 months","Charged Off","wedding","Source Verified"
2034,"E","E3"," 60 months","Charged Off","wedding","Verified"
2035,"E","E3"," 60 months","Current","Debt consolidation","Not Verified"
2036,"E","E3"," 60 months","Current","Debt consolidation","Source Verified"
2037,"E","E3"," 60 months","Current","Debt consolidation","Verified"
2038,"E","E3"," 60 months","Current","car","Source Verified"
2039,"E","E3"," 60 months","Current","credit card","Not Verified"
2040,"E","E3"," 60 months","Current","credit card","Source Verified"
2041,"E","E3"," 60 months","Current","credit card","Verified"
2042,"E","E3"," 60 months","Current","home improvement","Source Verified"
2043,"E","E3"," 60 months","Current","home improvement","Verified"
2044,"E","E3"," 60 months","Current","major purchase","Source Verified"
2045,"E","E3"," 60 months","Current","other","Not Verified"
2046,"E","E3"," 60 months","Current","other","Source Verified"
2047,"E","E3"," 60 months","Current","other","Verified"
2048,"E","E3"," 60 months","Current","small business","Verified"
2049,"F","F3"," 60 months","Charged Off","credit card","Verified"
2050,"F","F3"," 60 months","Charged Off","home improvement","Source Verified"
2051,"F","F3"," 60 months","Charged Off","home improvement","Verified"
2052,"F","F3"," 60 months","Charged Off","house","Verified"
2053,"F","F3"," 60 months","Charged Off","medical","Source Verified"
2054,"F","F3"," 60 months","Charged Off","other","Not Verified"
2055,"F","F3"," 60 months","Charged Off","other","Verified"
2056,"F","F3"," 60 months","Charged Off","small business","Source Verified"
2057,"F","F3"," 60 months","Charged Off","small business","Verified"
2058,"F","F3"," 60 months","Charged Off","wedding","Verified"
2059,"F","F3"," 60 months","Current","Debt consolidation","Not Verified"
2060,"F","F3"," 60 months","Current","Debt consolidation","Source Verified"
2061,"F","F3"," 60 months","Current","Debt consolidation","Verified"
2062,"F","F3"," 60 months","Current","credit card","Verified"
2063,"F","F3"," 60 months","Current","home improvement","Verified"
2064,"F","F3"," 60 months","Current","other","Verified"
2065,"F","F3"," 60 months","Current","wedding","Verified"
2066,"F","F3"," 60 months","Fully Paid","Debt consolidation","Not Verified"
2067,"F","F3"," 60 months","Fully Paid","Debt consolidation","Source Verified"
2068,"F","F3"," 60 months","Fully Paid","Debt consolidation","Verified"
2069,"F","F3"," 60 months","Fully Paid","car","Source Verified"
2070,"F","F3"," 60 months","Fully Paid","credit card","Source Verified"
2071,"F","F3"," 60 months","Fully Paid","credit card","Verified"
2072,"F","F3"," 60 months","Fully Paid","home improvement","Not Verified"
2073,"F","F3"," 60 months","Fully Paid","home improvement","Source Verified"
2074,"F","F3"," 60 months","Fully Paid","home improvement","Verified"
2075,"F","F3"," 60 months","Fully Paid","house","Source Verified"
2076,"F","F3"," 60 months","Fully Paid","house","Verified"
2077,"F","F3"," 60 months","Fully Paid","moving","Source Verified"
2078,"F","F3"," 60 months","Fully Paid","other","Not Verified"
2079,"F","F3"," 60 months","Fully Paid","other","Source Verified"
2080,"F","F3"," 60 months","Fully Paid","other","Verified"
2081,"F","F3"," 60 months","Fully Paid","renewable_energy","Source Verified"
2082,"F","F3"," 60 months","Fully Paid","small business","Source Verified"
2083,"E","E3"," 60 months","Fully Paid","Debt consolidation","Not Verified"
2084,"E","E3"," 60 months","Fully Paid","Debt consolidation","Source Verified"
2085,"E","E3"," 60 months","Fully Paid","Debt consolidation","Verified"
2086,"F","F3"," 60 months","Fully Paid","small business","Verified"
2087,"F","F3"," 60 months","Fully Paid","wedding","Source Verified"
2088,"F","F4"," 36 months","Charged Off","credit card","Verified"
2089,"F","F4"," 36 months","Charged Off","home improvement","Not Verified"
2090,"F","F4"," 36 months","Charged Off","small business","Not Verified"
2091,"F","F4"," 36 months","Fully Paid","Debt consolidation","Not Verified"
2092,"F","F4"," 36 months","Fully Paid","Debt consolidation","Verified"
2093,"F","F4"," 36 months","Fully Paid","credit card","Not Verified"
2094,"F","F4"," 36 months","Fully Paid","home improvement","Not Verified"
2095,"F","F4"," 36 months","Fully Paid","home improvement","Verified"
2096,"F","F4"," 36 months","Fully Paid","major purchase","Verified"
2097,"F","F4"," 36 months","Fully Paid","moving","Not Verified"
2098,"F","F4"," 36 months","Fully Paid","other","Not Verified"
2099,"F","F4"," 36 months","Fully Paid","other","Source Verified"
2100,"F","F4"," 36 months","Fully Paid","other","Verified"
2101,"F","F4"," 36 months","Fully Paid","small business","Not Verified"
2102,"F","F4"," 36 months","Fully Paid","small business","Source Verified"
2103,"F","F4"," 60 months","Charged Off","Debt consolidation","Not Verified"
