"BORROWER_ID","EMP_LENGTH","EMP_TITLE","HOME_OWNERSHIP","ANNUAL_INCOME"
374989,"7 years","Flowserve","RENT",63000
242081,"10+ years","City of Richmond","MORTGAGE",50000
230155,"4 years","Blattner Brunner, Inc.","MORTGAGE",78000
152600,"7 years","Criticalship, Inc","MORTGAGE",66000
245550,"< 1 year","Presbyterian Church","MORTGAGE",63000
169334,"1 year","Warren Truck & Trailer","OWN",42000
155777,"2 years","O'Charleys","RENT",20000
183323,"< 1 year","Estancia Churrascaria","RENT",19000
137952,"< 1 year","LocaModa","RENT",105000
282322,"3 years","The Sagemont School","RENT",40000
179703,"3 years","Cyber resource group inc","RENT",111000
229463,"7 years","AFLAC","RENT",69500
141648,"< 1 year","First Financial Trust","RENT",45000
191003,"< 1 year","SNHU","RENT",39975
513282,"1 year","Evergreen Packaging, Inc.","MORTGAGE",50000
779651,"10+ years","gateway health plan","MORTGAGE",42000
980433,"10+ years","Berkshire Hathaway","MORTGAGE",122000
631148,"10+ years","United Regional Hospital","MORTGAGE",70000
515818,"10+ years","Washington State Ferries","MORTGAGE",52000
1085397,"2 years","U.S. Department of the Interior","MORTGAGE",88000
1252285,"3 years","Education Management Corporation","MORTGAGE",67000
980852,"4 years","Department of Defence, USAF","MORTGAGE",54216
1008756,"4 years","Carnegie Mellon University","MORTGAGE",79100
1087134,"5 years","MWH Americas, INC","MORTGAGE",60000
1095236,"8 years","Millennium Dialysis Center","MORTGAGE",85000
557333,"8 years","City of Darien","MORTGAGE",79618
614785,"8 years","Sacramento Police Department","MORTGAGE",58571
356544,"8 years","","MORTGAGE",84000
542281,"9 years","City of Falls Church Police Department","MORTGAGE",77271
822744,"< 1 year","Dell","MORTGAGE",100000
979397,"10+ years","Shearers Foods Inc.","MORTGAGE",30000
601555,"10+ years","Pennsauken Twp","MORTGAGE",88000
611871,"10+ years","Boston College","MORTGAGE",135000
1043518,"5 years","Arden Realty, Inc","MORTGAGE",40200
793853,"5 years","UNIT4 CODA","MORTGAGE",58000
927619,"5 years","Siemens","MORTGAGE",47000
602284,"< 1 year","Terracon","MORTGAGE",47000
785625,"< 1 year","Lender Processing Services","MORTGAGE",85000
574193,"2 years","Southern California Edison","MORTGAGE",42000
904569,"3 years","florida hospital","MORTGAGE",60000
652704,"10+ years","UT Southwestern","MORTGAGE",57000
1267975,"10+ years","Anderson Equipment","MORTGAGE",75000
1042650,"3 years","Ollis & Co","MORTGAGE",35000
885766,"4 years","Lake Hills Inn","MORTGAGE",56000
1043372,"5 years","Wesco Aircraft","MORTGAGE",64800
934761,"< 1 year","Blackbaud, Inc.","MORTGAGE",85000
941574,"10+ years","Pacific Vascular, Inc","MORTGAGE",90000
817807,"10+ years","Martin Limestone Inc","MORTGAGE",60000
930632,"2 years","AASHE","MORTGAGE",50750
522062,"2 years","Best Buy","MORTGAGE",26004
595361,"3 years","Dlubak Corporation","MORTGAGE",105000
910008,"3 years","GE Energy","MORTGAGE",48000
370435,"3 years","","MORTGAGE",82000
1238288,"6 years","","MORTGAGE",35000
630986,"8 years","Baylor Health Care System","MORTGAGE",80000
602848,"< 1 year","","MORTGAGE",56000
378594,"< 1 year","Electronic Transaction Consultants","MORTGAGE",66000
998428,"7 years","University of Virginia","MORTGAGE",62000
1259474,"8 years","Niji Entertainment Group","MORTGAGE",40000
616173,"< 1 year","TM Advertising","MORTGAGE",87000
1025549,"10+ years","Vanguard","MORTGAGE",93000
735189,"3 years","Whittlesey & Hadley","MORTGAGE",57770
628509,"10+ years","truitt bros inc","MORTGAGE",68000
575832,"10+ years","DoD, USN Civil Service","MORTGAGE",67430
586696,"10+ years","Cobb County Sheriff's Office","MORTGAGE",58868
358002,"8 years","New Hope Community, Inc.","MORTGAGE",55000
574834,"1 year","NB Handy","MORTGAGE",80690
911692,"10+ years","KCBS/KCAL-TV","MORTGAGE",60000
1015300,"4 years","Nokomis Inc.","MORTGAGE",57000
823839,"10+ years","GORDMANS","MORTGAGE",75000
970116,"3 years","TA Instruments","MORTGAGE",67775
605209,"9 years","eLoyalty","MORTGAGE",180000
745708,"< 1 year","","MORTGAGE",42000
1066237,"4 years","Missouri State University","MORTGAGE",56000
590227,"4 years","Ann Taylor","MORTGAGE",86000
554073,"10+ years","Ga. Power Co.","MORTGAGE",50000
663439,"4 years","chevron mining inc","MORTGAGE",55000
1283883,"4 years","SYNERGY FLAVORS","MORTGAGE",77000
977147,"8 years","Harris Corporation","MORTGAGE",90000
1239292,"9 years","nycb","MORTGAGE",82000
975010,"9 years","Cole Taylor Bank","MORTGAGE",110000
1181588,"10+ years","Franciscan St. James Hospital","MORTGAGE",68000
1194801,"6 years","Georgia State University","MORTGAGE",43400
360637,"5 years","CHESAPEAKE","MORTGAGE",50000
347293,"8 years","US Navy","MORTGAGE",72000
362261,"2 years","Catalina Marketing","MORTGAGE",58000
626190,"4 years","JPMorgan Chase","MORTGAGE",148000
399615,"3 years","Kroger Co.","MORTGAGE",112000
653254,"9 years","Best Overnite Express","MORTGAGE",50000
710560,"7 years","Wood, Herron & Evans","MORTGAGE",42000
393709,"2 years","BancorpSouth","OTHER",68000
1268042,"4 years","Rutgers University","OWN",53481
990434,"2 years","KBI Sonic","OWN",14400
453096,"8 years","Hammmersmith Builders","OWN",75000
561087,"< 1 year","","OWN",14400
673383,"< 1 year","MSP","OWN",38000
612328,"7 years","lowes rdc961","OWN",36000
884209,"8 years","Sanitation services","OWN",95000
1071457,"3 years","Professional Support Inc","OWN",50000
1037512,"10+ years","","OWN",30000
1203099,"< 1 year","NetCom Learning","OWN",55000
351851,"6 years","Southwest Consulting LLC","OWN",48000
635375,"1 year","Digital Intelligence Systems","RENT",56000
498641,"1 year","Silicon Valley Bank","RENT",40000
1033011,"1 year","Jared","RENT",17520
1086688,"1 year","LS9, Inc","RENT",92500
1027010,"1 year","Carlson, Calladine & Peterson LLP","RENT",43200
610852,"2 years","New York City Dept of Transportation","RENT",54981
896348,"2 years","Annabelle's Pet Care","RENT",24000
1273783,"2 years","united health care","RENT",42000
793353,"3 years","Allen & Overy LLP","RENT",60000
1025045,"3 years","Management Research Services, Inc.","RENT",41900
1227970,"4 years","Mid Atlantic Corporate Federal Credit Un","RENT",85000
625953,"4 years","Alcatel-Lucent","RENT",55000
1029245,"4 years","Luther Burbank Savings","RENT",90000
439460,"5 years","State Of Ca","RENT",42900
897712,"6 years","","RENT",62130
1271811,"8 years","Airnamic Inc.","RENT",60000
822745,"< 1 year","SNL Financial","RENT",37500
300009,"7 years","Town of Boonton","RENT",8500
1030008,"1 year","Volt Workforce","RENT",45000
1190850,"1 year","WorldWater & Solar Technologies, Inc.","RENT",60000
609338,"2 years","Kerr Brosseau Bartlett O'Brien, LLC","RENT",67500
488448,"5 years","David Boland, Inc.","RENT",42200
400062,"6 years","The Home Depot","RENT",32000
776768,"7 years","thomas phifer and partners","RENT",86000
645097,"9 years","EMG","RENT",60000
275254,"< 1 year","Diageo North America","RENT",125000
624960,"10+ years","Intrepid Controls Systems, Inc.","RENT",82500
688996,"< 1 year","e-MDs","RENT",80000
351631,"2 years","Danfoss","RENT",59000
960986,"1 year","Children's Medical Center","RENT",48000
1222369,"1 year","","RENT",33600
1079515,"1 year","","RENT",24000
634745,"10+ years","ASV Wines, Inc","RENT",75576
1254797,"10+ years","The Vineyard","RENT",60000
709295,"2 years","Cincinnati Police Department","RENT",26400
351407,"2 years","Kerman Unified School District","RENT",20000
1067287,"2 years","","RENT",67000
1070831,"2 years","RQ Construction, LLC","RENT",65000
1270705,"2 years","Kelman Data Management","RENT",35000
877370,"3 years","Studio Say So Inc","RENT",30000
446560,"3 years","City & County of San Francisco","RENT",73000
698614,"3 years","Inova Health Systems","RENT",63600
696258,"3 years","A Healthcare IT Company","RENT",75000
581740,"6 years","Carat USA","RENT",51000
833289,"8 years","Mayo Clinic","RENT",60000
1193030,"< 1 year","BDE","RENT",25000
287406,"< 1 year","PricewaterhouseCoopers","RENT",50000
1205266,"6 years","Tuckahoe police department","RENT",92000
1263255,"1 year","JS Direct Marketing","RENT",26000
736907,"1 year","St. John-Clark Pain Treatment Center","RENT",34000
542697,"2 years","The Methodist Hospital","RENT",55000
613914,"2 years","South Coast Systems","RENT",78500
749977,"3 years","State of New Mexico","RENT",42000
1097131,"3 years","RINET Company, LLC","RENT",52000
720226,"5 years","El Monte RV","RENT",69000
1059238,"5 years","DRAFTFCB","RENT",90000
468183,"6 years","Clean Harbors","RENT",43000
869055,"7 years","San Francisco Endoscopy Center","RENT",60000
1288420,"< 1 year","Zen Solutions Inc.","RENT",55000
781779,"< 1 year","preferred helath mate","RENT",20000
896966,"3 years","Insider Guides","RENT",74000
565119,"5 years","RBS Sempra Commodities","RENT",140000
1265401,"8 years","Rediker Software, Inc.","RENT",45000
719060,"2 years","Corporate Translations.com","RENT",40000
630108,"1 year","Emory University/VA Medical Center","RENT",85500
590579,"1 year","Domino Reality Management Co.","RENT",100000
632100,"10+ years","Toshiba American Medical Systems","RENT",49270
565220,"2 years","Aspire Technologies","RENT",50400
1263695,"2 years","Nationstar Mortgage","RENT",45000
630528,"2 years","East Pleasant Pictures","RENT",45000
321970,"3 years","STATE OF NEW HAMPSHIRE","RENT",37343
511310,"3 years","U.S. Bureau of Economic Analysis","RENT",60000
779979,"3 years","American Chemical Society","RENT",113000
578657,"3 years","JPMorgan Chase","RENT",70000
423882,"5 years","a2z business systems","RENT",65000
662055,"8 years","","RENT",75000
632468,"< 1 year","Zinio, LLC","RENT",42000
385516,"< 1 year","Brookline Bank","RENT",66996
536873,"8 years","State of California","RENT",29004
998561,"1 year","fox brothers transver inc","RENT",30000
617011,"2 years","University of Chicago","RENT",48000
1281332,"3 years","Columbia University","RENT",52000
1008531,"4 years","Whitechapel Gallery","RENT",65600
768736,"6 years","Gila River Gaming Enterprises","RENT",64000
1030535,"< 1 year","Salsa Labs","RENT",58000
1120701,"< 1 year","Prestige Dodge","RENT",30000
806299,"< 1 year","Bank of Texas","RENT",30000
800734,"< 1 year","Thomas J. Apts","RENT",26400
348951,"2 years","Yellow Book USA","RENT",54000
292832,"4 years","Blue Shield Of California","RENT",32000
347164,"2 years","LPL Financial","RENT",40000
712650,"5 years","AEW Capital Management","RENT",65000
944535,"< 1 year","Washington State Department of Revenue","RENT",30000
347974,"1 year","Emory University","RENT",30000
634433,"1 year","Borel Private Bank & Trust Co.","RENT",65000
623943,"< 1 year","MV Laboratories","RENT",56000
977098,"2 years","gyro express","RENT",19200
534662,"3 years","The Car Works","RENT",38004
643341,"6 years","","RENT",70204
1260948,"10+ years","HESC","RENT",83954
636605,"10+ years","City government of New Y ork","RENT",72000
736006,"2 years","TC Global","RENT",19200
773399,"4 years","Itentive Healthcare Solutions","RENT",42100
608389,"10+ years","Cornell University","RENT",37000
616222,"3 years","Landmark College","MORTGAGE",43495
771426,"10+ years","McDonalds dba DSK,INC","MORTGAGE",56650
747339,"3 years","Dreaming Summit Animal Hospital","MORTGAGE",30000
810863,"6 years","HIXSON LUMBER","MORTGAGE",100000
745592,"10+ years","Weco Manuufacturing","OWN",49536
309727,"8 years","usfs","OWN",60000
552488,"< 1 year","Macerich","RENT",80000
986643,"10+ years","abrams,gorelick,friedman,and jacobson","RENT",50700
697028,"8 years","Northwest Local Schools","RENT",37950
1203363,"2 years","Southern Care Ambulance","RENT",28800
650547,"10+ years","PolyOne","RENT",52000
948516,"1 year","Lamden Property Management","RENT",49680
940050,"8 years","EMD Chemicals","MORTGAGE",80477
800394,"10+ years","","MORTGAGE",100128
802871,"6 years","Experian Automotive","MORTGAGE",70992
828855,"4 years","Optimus hc","MORTGAGE",29500
1081630,"4 years","regal cinemas","OWN",38400
1217873,"4 years","Sycuan Casino","RENT",24000
987808,"2 years","AFFILIATED COMPUTER SERVICES","RENT",43000
790868,"2 years","Ice Services, Inc.","RENT",45000
768586,"< 1 year","Next Wave","RENT",45000
788085,"7 years","Armand morin network","RENT",45600
821603,"1 year","wells fargo","MORTGAGE",145000
1253595,"10+ years","Budget Rent A Car","MORTGAGE",60000
690694,"10+ years","BBL-CARLTON","MORTGAGE",52000
746768,"10+ years","acme truck line inc","MORTGAGE",72000
820898,"4 years","State of alaska","MORTGAGE",85000
767439,"5 years","","MORTGAGE",30000
940960,"6 years","Borton-Lawson Engineering","MORTGAGE",24000
946572,"7 years","Free Press","MORTGAGE",59000
765464,"9 years","Ken's Pool Service","MORTGAGE",33800
882641,"< 1 year","Indicon, Inc","MORTGAGE",45000
1012079,"< 1 year","Javataza, LLC","MORTGAGE",38400
1282432,"< 1 year","HyTrust Inc.","MORTGAGE",70000
835385,"1 year","The League School of Greater Boston","MORTGAGE",43000
900776,"10+ years","Seattle Fire Department","MORTGAGE",185000
1061526,"10+ years","City of Dearborn Heights","MORTGAGE",55000
1254457,"10+ years","IBM","MORTGAGE",74346
820485,"10+ years","Sojourner's Harbor Resort Inc","MORTGAGE",84000
486394,"10+ years","Boscov's Department Stores","MORTGAGE",60500
803306,"4 years","Tallahassee Community College","MORTGAGE",117832
1136242,"5 years","Freeport McMoran","MORTGAGE",75000
987998,"5 years","seneca insurance company","MORTGAGE",70000
1240015,"8 years","Donor Network of Arizona","MORTGAGE",200000
813229,"< 1 year","CHR Solutions, Inc.","MORTGAGE",110000
836283,"< 1 year","YCLTC","MORTGAGE",49700
784585,"5 years","Montgomery ISD","MORTGAGE",1900000
1080285,"9 years","Chase Corporation","MORTGAGE",120000
1053513,"9 years","Market Strategies International","MORTGAGE",56500
362218,"3 years","American Health Imformation Management Association","MORTGAGE",119000
1235125,"10+ years","Charles County Sheriff Office","MORTGAGE",87120
910096,"5 years","The Canyon at PeacePark","MORTGAGE",75000
1280870,"10+ years","Douglas County Public Library","MORTGAGE",50000
852311,"1 year","Blackhawk Network","MORTGAGE",55000
982449,"4 years","Amalgamated Bank","MORTGAGE",95000
1003519,"9 years","Halliburton","MORTGAGE",145000
1266550,"10+ years","Albany Molecular Research, Inc. (AMRI)","MORTGAGE",38000
837003,"10+ years","NBC Universal","MORTGAGE",100000
867620,"3 years","Fidelity Investments","MORTGAGE",115000
1081330,"10+ years","The Monitor","MORTGAGE",118000
691748,"10+ years","CIT Group","MORTGAGE",130000
702387,"5 years","Stockbridge Communuty Schools","MORTGAGE",87000
1009493,"< 1 year","UNITED TRANZACTIONS","MORTGAGE",55000
537306,"1 year","GBH CPAs","MORTGAGE",70000
952203,"10+ years","Middletown Fire Protection District","MORTGAGE",79000
1223002,"4 years","Branch Properties, Inc.","MORTGAGE",30160
748880,"< 1 year","Eastside Cannery Casino","MORTGAGE",175000
653928,"7 years","David A. Axerlrod & Associates","MORTGAGE",120000
1236987,"10+ years","Applebees","MORTGAGE",55000
752212,"10+ years","Battelle Memorial Institute","MORTGAGE",120000
756330,"10+ years","Utah Higher Education Assistance Authori","MORTGAGE",90000
1187203,"10+ years","Commonwealth of Pennsylvania","MORTGAGE",72000
967176,"10+ years","ALABAMA ARMY NATIONAL GUARD","OWN",72000
956380,"2 years","Lenawee Medical","OWN",19200
1188375,"3 years","Accenture","OWN",66600
877188,"1 year","Blue Star Energy","RENT",54996
1245142,"10+ years","US Coast Guard","RENT",72000
1032604,"10+ years","Produce Pak","RENT",160000
821913,"10+ years","Charles River","RENT",88000
1240061,"2 years","RAMJI LAW FIRM","RENT",24000
994507,"2 years","21st Amendment Brewery","RENT",24000
1198246,"2 years","United States Senate","RENT",54000
696614,"2 years","Malcolm Pirnie Inc","RENT",56800
841311,"3 years","salesforce.com","RENT",85000
904155,"4 years","us army","RENT",76860
955120,"4 years","Cafe Atlantico","RENT",48000
1064533,"5 years","DHR","RENT",15600
1235254,"5 years","","RENT",24000
1189690,"< 1 year","Hackensack University Medical Center","RENT",55000
1052281,"< 1 year","Department of Defense","RENT",53000
910262,"< 1 year","Willamette University","RENT",40000
1208081,"< 1 year","Innersync Studio","RENT",34000
976039,"1 year","The School","RENT",30000
811206,"< 1 year","Deloitte","RENT",101000
891798,"1 year","Hire Counsel","RENT",83196
770358,"1 year","Concord Publishing House, Inc","RENT",30000
696033,"2 years","Northrop Grumman","RENT",56000
699667,"3 years","Princeton Consultants, Inc","RENT",110000
946371,"5 years","Digitas","RENT",78000
1096360,"< 1 year","Wake County Public School System","RENT",34400
434741,"< 1 year","NFI Industries","RENT",140000
832253,"< 1 year","Oracle USA, Inc","RENT",36000
815896,"< 1 year","Moody's","RENT",60000
929752,"< 1 year","Capital Group Companies","RENT",42000
847549,"2 years","Marriott","RENT",60000
875810,"2 years","Salem/ Keizer School District","RENT",27052
855181,"3 years","Flavors Eatery","RENT",24000
776864,"5 years","Turner Powers AFC Home Inc","RENT",36000
1186407,"1 year","InVisage Technologies","RENT",88000
833151,"4 years","Freeman Audio Visual","RENT",46000
819086,"10+ years","cirkle k","RENT",408000
647906,"10+ years","banamex usa","RENT",59000
997849,"4 years","The Right Solutions","RENT",41000
757477,"< 1 year","NYC Municipal Water Finance Authority","RENT",70000
913981,"6 years","birch family services","RENT",25000
763851,"10+ years","Workplace Resource","RENT",50000
427042,"10+ years","First Trinity Evangelical-Lutheran Church","RENT",51295
863652,"3 years","First Full Gospel Church of Austin","RENT",56000
407953,"1 year","Hovland Conservatory of Music","RENT",36000
711199,"< 1 year","MSpace","RENT",65000
730421,"6 years","AECOM Engineering","MORTGAGE",120000
405953,"< 1 year","Columbus Metropolitan Club","RENT",50000
683973,"5 years","Prudential","MORTGAGE",55000
363016,"10+ years","USPS","MORTGAGE",47000
658543,"4 years","Lockheed Martin","OWN",70000
1284675,"10+ years","Eden prairie Montessorie learning center","RENT",30000
933003,"10+ years","frito lay","MORTGAGE",33600
1098854,"10+ years","ozark electric coop","MORTGAGE",73000
1249368,"10+ years","Autologue Computer Systems","MORTGAGE",90000
1078362,"10+ years","City Of Denver","MORTGAGE",84000
1095432,"10+ years","PC, Inc","MORTGAGE",286000
878733,"10+ years","Department of Defense","MORTGAGE",72000
1211565,"10+ years","Bimbo Bakeries USA","MORTGAGE",118400
837511,"2 years","The Cadmus Group","MORTGAGE",86400
871678,"3 years","Rochester General Hospital","MORTGAGE",100000
924829,"3 years","madera superior court","MORTGAGE",57600
980781,"6 years","Network Delivery Systems","RENT",15000
699772,"8 years","Publix Supermarkets","RENT",28000
510949,"8 years","Nordstrom","RENT",54996
579692,"< 1 year","Christopher House","RENT",38000
982942,"3 years","Tavistock Group","RENT",52000
566432,"6 years","Spectrum Health","RENT",27972
543150,"1 year","High Mountain Taxi","RENT",37500
351277,"10+ years","kaiser Permanenete","RENT",78996
691123,"2 years","Kinecta Federal Credit Union","RENT",40000
691715,"2 years","Indian Pond Country Club","RENT",37000
1106483,"3 years","AAA Insurance","RENT",65000
948777,"4 years","Thai Excursion","RENT",39204
1200182,"6 years","Desert Pediatrics","RENT",27600
362514,"1 year","County of San Mateo","RENT",57996
771091,"4 years","Bryn Mawr Rehabilitation Hospital","RENT",65000
288389,"5 years","Staples Inc.","RENT",14800
821222,"9 years","Industrial Process Equip.","RENT",35004
534675,"9 years","WorleyParsons","RENT",42000
690955,"1 year","northropgrumman","RENT",120000
781201,"1 year","Tiburon","RENT",72000
674283,"1 year","pwp industries","RENT",26000
564025,"1 year","Telsmith","RENT",51500
569436,"1 year","Calgon Carbon Corp","RENT",57000
858087,"10+ years","Stoll America","RENT",65000
664164,"10+ years","United States Air Force","RENT",72324
615777,"10+ years","Morean Arts Center","RENT",40000
1078301,"10+ years","Air National Guard Readiness Center","RENT",94837
935546,"2 years","Pew Charitable Trusts","RENT",47000
1249012,"2 years","AKERMAN SENTERFITT","RENT",30000
619983,"2 years","Sensis Corporation","RENT",103241
1056997,"2 years","TW & Company","RENT",37200
943676,"2 years","DCAA","RENT",46728
293092,"2 years","Greystone","RENT",175000
1036392,"2 years","Fifth Third Bank","RENT",34000
1016306,"2 years","Grimshaw Architects","RENT",51000
930315,"2 years","AGIA","RENT",52000
1271554,"2 years","BNY Mellon","RENT",45500
665253,"2 years","Wieden and Kennedy","RENT",60000
691276,"2 years","Chicago Waldorf School","RENT",30996
642014,"2 years","eMusic","RENT",40000
667705,"2 years","","RENT",48048
515988,"2 years","Global Financial Resources","RENT",19200
660289,"3 years","Loomis Group","RENT",55000
629428,"3 years","Montefiore Medical Center","RENT",45000
655985,"3 years","US Government","RENT",69805
1026523,"3 years","GMR Marketing","RENT",62200
677244,"3 years","West Virginia Wesleyan College","RENT",33000
984148,"3 years","The City of Victoria","RENT",26400
767668,"3 years","Doublepark LLC","RENT",30000
1090965,"3 years","Digitalsmiths","RENT",55000
680615,"3 years","Carmax","RENT",57996
1249547,"3 years","Braintek","RENT",37076
1277698,"3 years","St. Therese Convalescent Hospital, Inc.","RENT",52000
1025871,"3 years","Maurice Roth ENT","RENT",30000
712657,"3 years","Orb Optronix, Inc.","RENT",57312
784672,"3 years","San Francisco Newspaper Company","RENT",42016
1283744,"3 years","Benchmark Hospitality International","RENT",40000
647696,"3 years","bdo seidman llp","RENT",70000
1236556,"4 years","Blue Shield of California","RENT",108000
1014764,"4 years","West Hills Community Church","RENT",56472
837078,"4 years","Saatchi and Saatchi","RENT",56500
1094215,"4 years","Finish Line PDS","RENT",25000
637593,"4 years","Word and Brown General Agency","RENT",504000
1102943,"5 years","Robert Zachry Architect, Inc.","RENT",33600
633030,"5 years","Ulliman Schutte Construction","RENT",60000
617447,"5 years","Houston Airport System","RENT",46000
1192553,"5 years","Metro PCS","RENT",40000
1012768,"5 years","Seattle University","RENT",48000
1269298,"5 years","City of San Francisco","RENT",80000
1201209,"6 years","International Laminating Corporation","RENT",48000
842227,"6 years","RTKL Associates","RENT",51996
1072618,"6 years","BLT Steak","RENT",67000
645874,"6 years","xcel fire protection","RENT",86000
580205,"8 years","INTERNATIONAL FREIGHT SERVICES","RENT",45760
835382,"9 years","Upnorth Limited, Inc.","RENT",50000
713716,"< 1 year","American Careers","RENT",39996
614899,"< 1 year","Mercer Transport & Bluewater Fitness","RENT",40000
446729,"< 1 year","Creative Financial Staffing","RENT",23900
794401,"< 1 year","Alpine Access","RENT",19200
809205,"< 1 year","Pacific Gas and Electric Company","RENT",66000
742851,"< 1 year","101 restaurant","RENT",33600
549280,"< 1 year","","RENT",44532
685533,"1 year","Essilor of America","RENT",65488
1014783,"10+ years","Bay Alarm CO.","RENT",54000
948566,"10+ years","Katy ISD","RENT",52000
549918,"2 years","Hospital Housekeeping Services","RENT",20004
836209,"1 year","Kellogg's","RENT",39000
925910,"10+ years","GTM Architects","RENT",75000
983828,"1 year","Central Arkansas Veterans Healthcare Sys","RENT",42000
995946,"1 year","Bedminster Eye And Laser Center","RENT",28800
436155,"1 year","Business.com","RENT",94992
986677,"10+ years","Kern County","RENT",80600
688027,"2 years","Bank of America","RENT",27600
756404,"2 years","Vancon, Inc","RENT",50000
542715,"2 years","Freddie Mac","RENT",60996
648493,"3 years","Westerville City Schools","RENT",78625
1269957,"3 years","Medstar Health","RENT",65000
443279,"4 years","PMZ","RENT",25000
1103542,"5 years","SWS REDISTRIBUTION COMPANY","RENT",31000
996162,"5 years","Safebit Solutions Inc","RENT",75000
1095871,"5 years","Highdata Software","RENT",72000
601498,"5 years","datastream","RENT",55000
589833,"5 years","one2one computer services inc.","RENT",40934
837247,"7 years","United States Coast Guard","RENT",55000
624843,"7 years","Service Champ","RENT",26000
613267,"8 years","American Express","RENT",57000
566472,"9 years","Johns Hopkins University","RENT",55000
697589,"< 1 year","University of Washington","RENT",42000
289998,"< 1 year","vitech systems","RENT",80000
586653,"< 1 year","GEICO","RENT",34000
1222878,"2 years","Lucky Branded Entertainment","RENT",120000
666674,"2 years","Crossroads Enterprise Inc.","RENT",24000
536060,"3 years","Tiffany & Company UK","RENT",30000
973285,"4 years","WideOrbit","RENT",65000
798162,"10+ years","APL Logistics","RENT",45000
547427,"10+ years","City of Gainesville (FL)","RENT",75000
903012,"2 years","Stallion Boot Company","RENT",40000
637271,"2 years","Gaspar Insurance Services","RENT",50000
844510,"2 years","Zaner-Bloser Publishing","RENT",28800
1284942,"3 years","Cummins Allison","RENT",60000
866605,"4 years","Carney Kelehan","RENT",55000
1207932,"5 years","wyoming department of corrections","RENT",36000
661993,"5 years","Ernst  and  Young","RENT",67500
631176,"5 years","CFWG","RENT",33000
859582,"5 years","Llewellyn Worldwide, Ltd.","RENT",42597
533582,"7 years","gristedes-nador","RENT",54996
695932,"7 years","Crowne Plaza hotel Englewood","RENT",69996
621409,"8 years","IGT - International Game Technology","RENT",54050
497650,"9 years","CITY OF LOS ANGELES","RENT",89532
1099808,"< 1 year","Wesco Distribution Inc.","RENT",65000
992015,"2 years","Kaleida Health","RENT",52000
1188449,"4 years","Madison Square Garden","RENT",70000
612120,"< 1 year","Estes Express Lines","RENT",38000
573265,"1 year","Domenico Valentino","RENT",30000
679947,"1 year","Freddie Mac","RENT",61500
1026597,"1 year","Healthy Aging Association","RENT",66000
576107,"1 year","Four Seasons Hotels and Resorts","RENT",28800
347950,"10+ years","touch 99corp","RENT",90000
812084,"10+ years","Bay City Electrical Services","RENT",52000
795556,"10+ years","Chicago transit","RENT",60228
975245,"2 years","Smithsonian Astrophysical Observatory","RENT",82710
676047,"2 years","Girl Scouts of Northern California","RENT",43812
440209,"2 years","J. Crew","RENT",42000
632169,"3 years","Just Right Carpet","RENT",65000
495877,"3 years","SHHC","RENT",35028
654963,"3 years","Northrop Grumman","RENT",19176
597101,"4 years","British Motors","RENT",72000
506620,"5 years","ABM Industries","RENT",50000
602574,"5 years","Central Virginia Apartment Association","RENT",33736
619264,"5 years","viacom","RENT",130000
1054895,"6 years","IQNavigator","RENT",78000
942042,"< 1 year","Public Theater","RENT",78000
589903,"< 1 year","United States Air Force","RENT",26238
452356,"< 1 year","4G Wireless","RENT",16000
630477,"< 1 year","Plaza Automall","RENT",29820
631800,"2 years","kramers auto servise","RENT",35000
727416,"4 years","CoStar Group","RENT",40000
651434,"5 years","Township of Verona","RENT",90000
1009519,"6 years","Northwest Federal Credit Union","RENT",41000
606936,"1 year","Lauderdale Law Offices","RENT",72000
818096,"1 year","","RENT",80000
564090,"2 years","Hopkinton Pediatric Dental","RENT",30000
1088775,"2 years","Sideshow Collectibles","RENT",57000
306585,"2 years","JG Resources","RENT",40800
365660,"2 years","Army National Guard","RENT",28000
446527,"3 years","Integrated Access Solutions  Inc.","RENT",48000
710489,"3 years","","RENT",19000
639128,"4 years","Boundary Waters Bank","RENT",23000
1258720,"4 years","full circle manager","RENT",54000
985577,"4 years","Hines","RENT",42000
1210887,"8 years","Terrazzo & Marble Supply Company","RENT",70000
407563,"< 1 year","Schlumberger Ltd.","RENT",28000
698051,"< 1 year","Pro-unlimited","RENT",65280
423267,"< 1 year","Ametek","RENT",60000
590346,"5 years","City Year Greater Philadelphia","RENT",46500
618297,"7 years","University of Pennsylvania","RENT",47000
806587,"< 1 year","","RENT",28800
743127,"< 1 year","RenCap Securities","RENT",48504
645155,"1 year","PMA Insurance Group","RENT",52000
1083130,"2 years","R & K Hay Transport","RENT",40000
568477,"2 years","Targus Information Corporation","RENT",48715
546089,"2 years","Jean Mart Inc","RENT",22884
914807,"2 years","First Fleet","RENT",45000
628473,"3 years","Crothall Services Group","RENT",28685
424726,"4 years","Self","RENT",50004
630302,"7 years","Bluegrass Oxygen","RENT",32400
926969,"8 years","us cellular","RENT",55000
1014901,"8 years","ag accounting, llc","RENT",160000
1196804,"< 1 year","The Illinois Institute of Art-Chicago","RENT",44000
452274,"< 1 year","L-3 Communications","RENT",65000
657679,"3 years","A and E Television Networks","RENT",38004
624120,"2 years","Hawk Ridge Systems","RENT",45000
1233769,"2 years","Capitol carpet inc","RENT",74500
661705,"2 years","World of Jeans and Tops","RENT",39600
496597,"2 years","Law Office of Barbara Smith","RENT",39996
